11.2702,-0.3291,-0.6179
11.2625,-0.3410,-0.6186
11.2717,-0.3269,-0.6316
11.2661,-0.3390,-0.6303
11.2625,-0.3559,-0.6147
11.2789,-0.3174,-0.6461
11.2835,-0.3156,-0.6615
11.2732,-0.3242,-0.6457
11.2627,-0.3450,-0.6366
11.2575,-0.3592,-0.6220
11.2557,-0.3748,-0.6223
11.2585,-0.3579,-0.6358
11.2558,-0.3750,-0.6364
11.2542,-0.3904,-0.6218
11.2529,-0.4060,-0.6218
11.2538,-0.3904,-0.6363
11.2525,-0.4060,-0.6361
11.2502,-0.4232,-0.6230
11.2486,-0.4387,-0.6232
11.2504,-0.4224,-0.6354
11.2494,-0.4235,-0.6430
11.2491,-0.4388,-0.6339
11.2485,-0.4388,-0.6417
11.2480,-0.4543,-0.6227
11.2462,-0.4700,-0.6227
11.2470,-0.4549,-0.6393
11.2458,-0.4701,-0.6385
11.2450,-0.4875,-0.6224
11.2457,-0.5019,-0.6205
11.2443,-0.4871,-0.6386
11.2435,-0.5024,-0.6387
11.2454,-0.5169,-0.6195
11.2409,-0.5179,-0.6266
11.2400,-0.5336,-0.6255
11.2423,-0.5176,-0.6389
11.2409,-0.5337,-0.6389
11.2700,-0.3307,-0.6506
11.2647,-0.3431,-0.6508
11.2713,-0.3284,-0.6660
11.2660,-0.3425,-0.6670
11.2797,-0.3173,-0.6800
11.2795,-0.3170,-0.6966
11.2725,-0.3280,-0.6818
11.2654,-0.3448,-0.6860
11.2721,-0.3300,-0.7010
11.2671,-0.3442,-0.7020
11.2601,-0.3583,-0.6526
11.2572,-0.3742,-0.6517
11.2602,-0.3593,-0.6712
11.2576,-0.3754,-0.6702
11.2540,-0.3911,-0.6553
11.2525,-0.4064,-0.6549
11.2554,-0.3906,-0.6708
11.2540,-0.4066,-0.6713
11.2612,-0.3592,-0.6860
11.2591,-0.3754,-0.6867
11.2626,-0.3588,-0.7022
11.2604,-0.3747,-0.7021
11.2593,-0.3788,-0.7089
11.2566,-0.3911,-0.6873
11.2556,-0.4065,-0.6872
11.2588,-0.3914,-0.7006
11.2580,-0.3916,-0.7069
11.2566,-0.4079,-0.7055
11.2855,-0.3138,-0.7116
11.2781,-0.3183,-0.7158
11.2807,-0.3166,-0.7322
11.2737,-0.3293,-0.7164
11.2680,-0.3436,-0.7175
11.2748,-0.3288,-0.7328
11.2687,-0.3452,-0.7363
11.2822,-0.3157,-0.7474
11.2814,-0.3173,-0.7669
11.2750,-0.3310,-0.7516
11.2697,-0.3447,-0.7519
11.2761,-0.3299,-0.7674
11.2711,-0.3440,-0.7680
11.2634,-0.3603,-0.7212
11.2613,-0.3761,-0.7205
11.2645,-0.3595,-0.7370
11.2624,-0.3762,-0.7371
11.2589,-0.3915,-0.7208
11.2573,-0.4070,-0.7209
11.2602,-0.3925,-0.7382
11.2585,-0.4075,-0.7371
11.2657,-0.3597,-0.7536
11.2639,-0.3759,-0.7527
11.2666,-0.3613,-0.7717
11.2649,-0.3769,-0.7713
11.2625,-0.3924,-0.7524
11.2620,-0.3947,-0.7585
11.2619,-0.4084,-0.7519
11.2605,-0.4091,-0.7572
11.2635,-0.3935,-0.7714
11.2617,-0.4088,-0.7716
11.2518,-0.4230,-0.6545
11.2509,-0.4393,-0.6546
11.2529,-0.4235,-0.6709
11.2517,-0.4392,-0.6712
11.2492,-0.4543,-0.6546
11.2475,-0.4705,-0.6546
11.2502,-0.4546,-0.6716
11.2488,-0.4708,-0.6710
11.2539,-0.4232,-0.6865
11.2527,-0.4405,-0.6857
11.2548,-0.4240,-0.7057
11.2539,-0.4405,-0.7052
11.2518,-0.4554,-0.6842
11.2509,-0.4563,-0.6923
11.2498,-0.4713,-0.6893
11.2514,-0.4558,-0.7046
11.2506,-0.4714,-0.7054
11.2465,-0.4872,-0.6554
11.2446,-0.5031,-0.6556
11.2475,-0.4868,-0.6714
11.2460,-0.5031,-0.6698
11.2452,-0.5064,-0.6767
11.2438,-0.5180,-0.6546
11.2421,-0.5342,-0.6556
11.2451,-0.5182,-0.6694
11.2441,-0.5325,-0.6682
11.2446,-0.5220,-0.6761
11.2430,-0.5362,-0.6753
11.2484,-0.4881,-0.6890
11.2476,-0.5044,-0.6888
11.2492,-0.4877,-0.7051
11.2476,-0.5043,-0.7059
11.2462,-0.5205,-0.6890
11.2446,-0.5348,-0.6883
11.2468,-0.5207,-0.7059
11.2452,-0.5355,-0.7052
11.2555,-0.4237,-0.7220
11.2540,-0.4410,-0.7221
11.2573,-0.4241,-0.7372
11.2560,-0.4402,-0.7369
11.2545,-0.4439,-0.7425
11.2525,-0.4562,-0.7217
11.2513,-0.4714,-0.7221
11.2543,-0.4558,-0.7348
11.2535,-0.4583,-0.7422
11.2523,-0.4720,-0.7397
11.2589,-0.4251,-0.7554
11.2575,-0.4415,-0.7548
11.2603,-0.4246,-0.7712
11.2588,-0.4413,-0.7714
11.2560,-0.4578,-0.7556
11.2549,-0.4731,-0.7553
11.2568,-0.4582,-0.7727
11.2554,-0.4731,-0.7724
11.2499,-0.4875,-0.7215
11.2486,-0.5039,-0.7206
11.2477,-0.5053,-0.7284
11.2509,-0.4882,-0.7402
11.2497,-0.5045,-0.7396
11.2474,-0.5205,-0.7197
11.2468,-0.5214,-0.7261
11.2451,-0.5378,-0.7244
11.2479,-0.5207,-0.7394
11.2465,-0.5370,-0.7404
11.2529,-0.4881,-0.7561
